ax,ay,az
-1.4986594015069548,1.8109502663319434,8.531978488356932
1.1391575728616767,-0.0208487606651363,8.470854172838484
-0.45851184752647606,-0.8987999082424641,11.454978375736586
1.0885402776225443,-0.9096338974899724,9.095720869410108
1.1852102915108895,-0.9065786730190407,8.85530931246357
-0.6700391935553467,0.8444423510293687,12.102911897723114
0.9497160805959376,-0.09886287704521571,10.785722716823564
-0.36098747925589836,2.2979589759970827,9.20553545186178
-0.3550323276467242,1.1861781823241206,10.017507905693561
0.2574732345826578,0.25713813009397124,11.745871284827684
0.2844725891695404,1.403897541198283,10.491620680950868
0.03855151535089184,-0.4955073364694836,11.086148455106443
-1.3342880155559567,-1.8547858041593057,10.604803178733807
-0.12144663948433945,-0.9895830575747401,10.730253345953543
2.2784787281884062,0.14720782936960267,9.839741695910428
-2.784004228802022,-0.22254147217114004,9.81134847897622
0.8697404402284128,0.8244153882574605,10.067050385348454
1.0571249333563086,-0.12461378134346948,10.5344528074503
-1.358347719286152,0.748034725961725,9.516684684167387
-0.4694389134095461,1.5009716305642897,9.922053934503005
-1.0007171579433447,-0.1276958506107716,9.489654384044016
1.853965377311879,0.5551452887111212,9.91568482199453
1.1030252667777827,-1.754786840575234,8.549003669018154
1.1514253744647323,-0.12389397874055913,12.40597746695952
0.1206472259947952,-1.2319581257460215,9.067059881221125
1.3120919497496433,0.145226777129347,9.43853927524057
-0.00823656706207814,0.23599975667733084,8.980735606445197
1.3591576272105579,0.23267635791379443,10.41570874916454
-0.14869642411222042,-0.48012258979629335,9.60399736875767
-0.6792419167134393,2.2984688617348334,8.836192489902782
